Date,close,high,low,open,volume
2010-05-27,1103.06005859375,1103.52001953125,1074.27001953125,1074.27001953125,5698460000
2010-05-28,1089.4100341796875,1102.5899658203125,1084.780029296875,1102.5899658203125,4871210000
2010-06-01,1070.7099609375,1094.77001953125,1069.8900146484375,1087.300048828125,5271480000
2010-06-02,1098.3800048828125,1098.56005859375,1072.030029296875,1073.010009765625,5026360000
2010-06-03,1102.8299560546875,1105.6700439453125,1091.81005859375,1098.8199462890625,4995970000
2010-06-04,1064.8800048828125,1098.4300537109375,1060.5,1098.4300537109375,6180580000
2010-06-07,1050.469970703125,1071.3599853515625,1049.8599853515625,1065.8399658203125,5467560000
2010-06-08,1062.0,1063.1500244140625,1042.1700439453125,1050.81005859375,6192750000
2010-06-09,1055.68994140625,1077.739990234375,1052.25,1062.75,5983200000
2010-06-10,1086.8399658203125,1087.8499755859375,1058.77001953125,1058.77001953125,5144780000
2010-06-11,1091.5999755859375,1092.25,1077.1199951171875,1082.6500244140625,4059280000
2010-06-14,1089.6300048828125,1105.9100341796875,1089.030029296875,1095.0,4425830000
2010-06-15,1115.22998046875,1115.5899658203125,1091.2099609375,1091.2099609375,4644490000
2010-06-16,1114.6099853515625,1118.739990234375,1107.1300048828125,1114.02001953125,5002600000
2010-06-17,1116.0400390625,1117.719970703125,1105.8699951171875,1115.97998046875,4557760000
2010-06-18,1117.510009765625,1121.010009765625,1113.9300537109375,1116.1600341796875,4555360000
2010-06-21,1113.199951171875,1131.22998046875,1108.239990234375,1122.7900390625,4514360000
2010-06-22,1095.31005859375,1118.5,1094.1800537109375,1113.9000244140625,4514380000
2010-06-23,1092.0400390625,1099.6400146484375,1085.31005859375,1095.5699462890625,4526150000
2010-06-24,1073.68994140625,1090.9300537109375,1071.5999755859375,1090.9300537109375,4814830000
2010-06-25,1076.760009765625,1083.56005859375,1067.8900146484375,1075.0999755859375,5128840000
2010-06-28,1074.5699462890625,1082.5999755859375,1071.449951171875,1077.5,3896410000
2010-06-29,1041.239990234375,1071.0999755859375,1035.1800537109375,1071.0999755859375,6136700000
2010-06-30,1030.7099609375,1048.0799560546875,1028.3299560546875,1040.56005859375,5067080000
2010-07-01,1027.3699951171875,1033.5799560546875,1010.9099731445312,1031.0999755859375,6435770000
2010-07-02,1022.5800170898438,1032.949951171875,1015.9299926757812,1027.6500244140625,3968500000
2010-07-06,1028.06005859375,1042.5,1018.3499755859376,1028.0899658203125,4691240000
2010-07-07,1060.27001953125,1060.8900146484375,1028.5400390625,1028.5400390625,4931220000
2010-07-08,1070.25,1071.25,1058.239990234375,1062.9200439453125,4548460000
2010-07-09,1077.9599609375,1078.1600341796875,1068.0999755859375,1070.5,3506570000
2010-07-12,1078.75,1080.780029296875,1070.449951171875,1077.22998046875,3426990000
2010-07-13,1095.3399658203125,1099.4599609375,1080.6500244140625,1080.6500244140625,4640460000
2010-07-14,1095.1700439453125,1099.0799560546875,1087.6800537109375,1095.6099853515625,4521050000
2010-07-15,1096.47998046875,1098.6600341796875,1080.530029296875,1094.4599609375,4552470000
2010-07-16,1064.8800048828125,1093.8499755859375,1063.3199462890625,1093.8499755859375,5297350000
2010-07-19,1071.25,1074.699951171875,1061.1099853515625,1066.8499755859375,4089500000
2010-07-20,1083.47998046875,1083.93994140625,1056.8800048828125,1064.530029296875,4713280000
2010-07-21,1069.5899658203125,1088.9599609375,1065.25,1086.6700439453125,4747180000
2010-07-22,1093.6700439453125,1097.5,1072.1400146484375,1072.1400146484375,4826900000
2010-07-23,1102.6600341796875,1103.72998046875,1087.8800048828125,1092.1700439453125,4524570000
