Date,close,high,low,open,volume
2016-03-02,1986.449951171875,1986.510009765625,1968.800048828125,1976.5999755859373,4666610000
2016-03-03,1993.4000244140625,1993.68994140625,1977.3699951171875,1985.5999755859373,5081700000
2016-03-04,1999.989990234375,2009.1300048828125,1986.77001953125,1994.010009765625,6049930000
2016-03-07,2001.760009765625,2006.1199951171875,1989.3800048828125,1996.1099853515625,4968180000
2016-03-08,1979.260009765625,1996.8800048828125,1977.4300537109373,1996.8800048828125,4641650000
2016-03-09,1989.260009765625,1992.68994140625,1979.8399658203125,1981.43994140625,4038120000
2016-03-10,1989.5699462890625,2005.0799560546875,1969.25,1990.969970703125,4376790000
2016-03-11,2022.18994140625,2022.3699951171875,1994.7099609375,1994.7099609375,4078620000
2016-03-14,2019.6400146484373,2024.5699462890625,2012.050048828125,2019.27001953125,3487850000
2016-03-15,2015.9300537109373,2015.93994140625,2005.22998046875,2015.27001953125,3560280000
2016-03-16,2027.219970703125,2032.02001953125,2010.0400390625,2014.239990234375,4057020000
2016-03-17,2040.5899658203125,2046.239990234375,2022.1600341796875,2026.9000244140625,4530480000
2016-03-18,2049.580078125,2052.360107421875,2041.1600341796875,2041.1600341796875,6503140000
2016-03-21,2051.60009765625,2053.909912109375,2043.1400146484373,2047.8800048828125,3376600000
2016-03-22,2049.800048828125,2056.60009765625,2040.5699462890625,2048.639892578125,3418460000
2016-03-23,2036.7099609375,2048.550048828125,2034.8599853515625,2048.550048828125,3639510000
2016-03-24,2035.93994140625,2036.0400390625,2022.489990234375,2032.47998046875,3407720000
2016-03-28,2037.050048828125,2042.6700439453125,2031.9599609375,2037.8900146484373,2809090000
2016-03-29,2055.010009765625,2055.909912109375,2028.31005859375,2035.75,3822330000
2016-03-30,2063.949951171875,2072.2099609375,2058.27001953125,2058.27001953125,3590310000
2016-03-31,2059.739990234375,2067.919921875,2057.4599609375,2063.77001953125,3715280000
2016-04-01,2072.780029296875,2075.070068359375,2043.97998046875,2056.6201171875,3749990000
2016-04-04,2066.1298828125,2074.02001953125,2062.570068359375,2073.18994140625,3485710000
2016-04-05,2045.1700439453125,2062.5,2042.56005859375,2062.5,4154920000
2016-04-06,2066.659912109375,2067.330078125,2043.0899658203125,2045.56005859375,3750800000
2016-04-07,2041.9100341796875,2063.010009765625,2033.800048828125,2063.010009765625,3801250000
2016-04-08,2047.5999755859373,2060.6298828125,2041.68994140625,2045.5400390625,3359530000
2016-04-11,2041.989990234375,2062.929931640625,2041.8800048828125,2050.22998046875,3567840000
2016-04-12,2061.719970703125,2065.050048828125,2039.739990234375,2043.719970703125,4239740000
2016-04-13,2082.419921875,2083.179931640625,2065.919921875,2065.919921875,4191830000
2016-04-14,2082.780029296875,2087.840087890625,2078.1298828125,2082.889892578125,3765870000
2016-04-15,2080.72998046875,2083.219970703125,2076.31005859375,2083.10009765625,3701450000
2016-04-18,2094.340087890625,2094.659912109375,2073.64990234375,2078.830078125,3316880000
2016-04-19,2100.800048828125,2104.050048828125,2091.679931640625,2096.050048828125,3896830000
2016-04-20,2102.39990234375,2111.050048828125,2096.320068359375,2101.52001953125,4184880000
2016-04-21,2091.47998046875,2103.780029296875,2088.52001953125,2102.090087890625,4175290000
2016-04-22,2091.580078125,2094.320068359375,2081.199951171875,2091.489990234375,3790580000
2016-04-25,2087.7900390625,2089.3701171875,2077.52001953125,2089.3701171875,3319740000
2016-04-26,2091.699951171875,2096.8701171875,2085.800048828125,2089.840087890625,3557190000
2016-04-27,2095.14990234375,2099.889892578125,2082.31005859375,2092.330078125,4100110000
