Date,close,high,low,open,volume
2025-05-16,5958.3798828125,5958.6201171875,5907.35986328125,5929.08984375,4850850000
2025-05-19,5963.60009765625,5968.60986328125,5895.68994140625,5902.8798828125,4144010000
2025-05-20,5940.4599609375,5953.06005859375,5909.259765625,5944.66015625,4416850000
2025-05-21,5844.60986328125,5938.3701171875,5830.91015625,5910.18017578125,5254250000
2025-05-22,5842.009765625,5878.080078125,5825.81982421875,5841.259765625,5157050000
2025-05-23,5802.81982421875,5829.509765625,5767.41015625,5781.89013671875,4662820000
2025-05-27,5921.5400390625,5924.330078125,5854.06982421875,5854.06982421875,5366380000
2025-05-28,5888.5498046875,5939.919921875,5881.8798828125,5925.5400390625,4665050000
2025-05-29,5912.169921875,5943.1298828125,5873.7998046875,5939.9599609375,4569750000
2025-05-30,5911.68994140625,5922.14013671875,5843.66015625,5903.669921875,6378540000
2025-06-02,5935.93994140625,5937.39990234375,5861.43017578125,5896.68017578125,4832240000
2025-06-03,5970.3701171875,5981.35009765625,5929.0,5938.56005859375,5026680000
2025-06-04,5970.81005859375,5990.47998046875,5966.10986328125,5978.93994140625,4767050000
2025-06-05,5939.2998046875,5999.7001953125,5921.2001953125,5985.669921875,5091850000
2025-06-06,6000.35986328125,6016.8701171875,5978.6298828125,5987.06005859375,4355710000
2025-06-09,6005.8798828125,6021.31005859375,5994.18017578125,6004.6298828125,4642360000
2025-06-10,6038.81005859375,6043.009765625,6000.27978515625,6009.91015625,4882880000
2025-06-11,6022.240234375,6059.39990234375,6002.31982421875,6049.3798828125,5111550000
2025-06-12,6045.259765625,6045.43017578125,6003.8798828125,6009.89990234375,4669500000
2025-06-13,5976.97021484375,6026.16015625,5963.2099609375,6000.56005859375,5258910000
2025-06-16,6033.10986328125,6050.830078125,6004.0,6004.0,5111710000
2025-06-17,5982.72021484375,6023.25,5974.7998046875,6012.14990234375,4955700000
2025-06-18,5980.8701171875,6018.25,5971.89013671875,5987.93017578125,5106470000
2025-06-20,5967.83984375,6018.2001953125,5952.56005859375,5999.669921875,7451500000
2025-06-23,6025.169921875,6028.77001953125,5943.22998046875,5969.669921875,5597000000
2025-06-24,6092.18017578125,6101.759765625,6059.25,6061.2099609375,5443690000
2025-06-25,6092.16015625,6108.509765625,6080.08984375,6104.22998046875,5171110000
2025-06-26,6141.02001953125,6146.52001953125,6107.27001953125,6112.08984375,5308140000
2025-06-27,6173.06982421875,6187.68017578125,6132.35009765625,6150.7001953125,7889350000
2025-06-30,6204.9501953125,6215.080078125,6174.97021484375,6193.35986328125,5782900000
2025-07-01,6198.009765625,6210.77978515625,6177.97021484375,6187.25,6275310000
2025-07-02,6227.419921875,6227.60009765625,6188.2900390625,6193.8798828125,5645710000
2025-07-03,6279.35009765625,6284.64990234375,6246.4599609375,6246.4599609375,3378110000
2025-07-07,6229.97998046875,6262.06982421875,6201.0,6259.0400390625,5236740000
2025-07-08,6225.52001953125,6242.7001953125,6217.75,6234.02978515625,5739030000
2025-07-09,6263.259765625,6269.16015625,6231.43017578125,6243.330078125,4813340000
2025-07-10,6280.4599609375,6290.22021484375,6251.43994140625,6266.7998046875,5367350000
2025-07-11,6259.75,6269.43994140625,6237.60009765625,6255.68017578125,4656210000
2025-07-14,6268.56005859375,6273.31005859375,6239.22021484375,6255.14990234375,4722250000
2025-07-15,6243.759765625,6302.0400390625,6241.68017578125,6295.2900390625,5133670000
